Regions Code,Regions,Age (101 categories) Code,Age (101 categories),Observation
W92000004,Wales,69,Aged 69 years,34433
W92000004,Wales,70,Aged 70 years,34832
W92000004,Wales,71,Aged 71 years,35370
W92000004,Wales,72,Aged 72 years,35810
W92000004,Wales,73,Aged 73 years,38255
W92000004,Wales,74,Aged 74 years,37069
W92000004,Wales,75,Aged 75 years,28188
W92000004,Wales,76,Aged 76 years,29490
W92000004,Wales,77,Aged 77 years,26707
W92000004,Wales,78,Aged 78 years,25347
W92000004,Wales,79,Aged 79 years,21765
W92000004,Wales,80,Aged 80 years,20159
W92000004,Wales,81,Aged 81 years,19078
W92000004,Wales,82,Aged 82 years,17940
W92000004,Wales,83,Aged 83 years,16589
W92000004,Wales,84,Aged 84 years,15228
W92000004,Wales,85,Aged 85 years,13443
W92000004,Wales,86,Aged 86 years,12036
W92000004,Wales,87,Aged 87 years,10265
W92000004,Wales,88,Aged 88 years,9237
W92000004,Wales,89,Aged 89 years,7877
W92000004,Wales,90,Aged 90 years,6792
W92000004,Wales,91,Aged 91 years,5524
W92000004,Wales,92,Aged 92 years,4410
W92000004,Wales,93,Aged 93 years,3468
W92000004,Wales,94,Aged 94 years,2700
W92000004,Wales,95,Aged 95 years,2101
W92000004,Wales,96,Aged 96 years,1567
W92000004,Wales,97,Aged 97 years,1078
W92000004,Wales,98,Aged 98 years,741
W92000004,Wales,99,Aged 99 years,536
W92000004,Wales,100,Aged 100 years and over,800
