areaType,areaName,areaCode,date,newDailyNsoDeathsByDeathDate,cumDailyNsoDeathsByDeathDate
region,Yorkshire and The Humber,E12000003,2022-11-15,6,18467
region,Yorkshire and The Humber,E12000003,2022-11-14,4,18461
region,Yorkshire and The Humber,E12000003,2022-11-13,8,18457
region,Yorkshire and The Humber,E12000003,2022-11-12,5,18449
region,Yorkshire and The Humber,E12000003,2022-11-11,5,18444
region,Yorkshire and The Humber,E12000003,2022-11-10,6,18439
region,Yorkshire and The Humber,E12000003,2022-11-09,6,18433
region,Yorkshire and The Humber,E12000003,2022-11-08,6,18427
region,Yorkshire and The Humber,E12000003,2022-11-07,3,18421
region,Yorkshire and The Humber,E12000003,2022-11-06,7,18418
region,Yorkshire and The Humber,E12000003,2022-11-05,3,18411
region,Yorkshire and The Humber,E12000003,2022-11-04,6,18408
region,Yorkshire and The Humber,E12000003,2022-11-03,8,18402
region,Yorkshire and The Humber,E12000003,2022-11-02,7,18394
region,Yorkshire and The Humber,E12000003,2022-11-01,8,18387
region,Yorkshire and The Humber,E12000003,2022-10-31,9,18379
region,Yorkshire and The Humber,E12000003,2022-10-30,6,18370
region,Yorkshire and The Humber,E12000003,2022-10-29,8,18364
region,Yorkshire and The Humber,E12000003,2022-10-28,8,18356
region,Yorkshire and The Humber,E12000003,2022-10-27,13,18348
region,Yorkshire and The Humber,E12000003,2022-10-26,10,18335
region,Yorkshire and The Humber,E12000003,2022-10-25,14,18325
region,Yorkshire and The Humber,E12000003,2022-10-24,9,18311
region,Yorkshire and The Humber,E12000003,2022-10-23,9,18302
region,Yorkshire and The Humber,E12000003,2022-10-22,17,18293
region,Yorkshire and The Humber,E12000003,2022-10-21,7,18276
region,Yorkshire and The Humber,E12000003,2022-10-20,12,18269
region,Yorkshire and The Humber,E12000003,2022-10-19,11,18257
region,Yorkshire and The Humber,E12000003,2022-10-18,9,18246
region,Yorkshire and The Humber,E12000003,2022-10-17,10,18237
region,Yorkshire and The Humber,E12000003,2022-10-16,14,18227
region,Yorkshire and The Humber,E12000003,2022-10-15,6,18213
region,Yorkshire and The Humber,E12000003,2022-10-14,10,18207
region,Yorkshire and The Humber,E12000003,2022-10-13,13,18197
region,Yorkshire and The Humber,E12000003,2022-10-12,14,18184
region,Yorkshire and The Humber,E12000003,2022-10-11,10,18170
region,Yorkshire and The Humber,E12000003,2022-10-10,12,18160
region,Yorkshire and The Humber,E12000003,2022-10-09,15,18148
region,Yorkshire and The Humber,E12000003,2022-10-08,13,18133
region,Yorkshire and The Humber,E12000003,2022-10-07,13,18120
region,Yorkshire and The Humber,E12000003,2022-10-06,10,18107
region,Yorkshire and The Humber,E12000003,2022-10-05,10,18097
region,Yorkshire and The Humber,E12000003,2022-10-04,10,18087
region,Yorkshire and The Humber,E12000003,2022-10-03,8,18077
region,Yorkshire and The Humber,E12000003,2022-10-02,7,18069
region,Yorkshire and The Humber,E12000003,2022-10-01,9,18062
region,Yorkshire and The Humber,E12000003,2022-09-30,6,18053
region,Yorkshire and The Humber,E12000003,2022-09-29,11,18047
region,Yorkshire and The Humber,E12000003,2022-09-28,6,18036
region,Yorkshire and The Humber,E12000003,2022-09-27,9,18030
region,Yorkshire and The Humber,E12000003,2022-09-26,8,18021
region,Yorkshire and The Humber,E12000003,2022-09-25,1,18013
region,Yorkshire and The Humber,E12000003,2022-09-24,6,18012
region,Yorkshire and The Humber,E12000003,2022-09-23,7,18006
region,Yorkshire and The Humber,E12000003,2022-09-22,4,17999
region,Yorkshire and The Humber,E12000003,2022-09-21,5,17995
region,Yorkshire and The Humber,E12000003,2022-09-20,3,17990
region,Yorkshire and The Humber,E12000003,2022-09-19,4,17987
region,Yorkshire and The Humber,E12000003,2022-09-18,3,17983
region,Yorkshire and The Humber,E12000003,2022-09-17,3,17980
region,Yorkshire and The Humber,E12000003,2022-09-16,2,17977
region,Yorkshire and The Humber,E12000003,2022-09-15,5,17975
region,Yorkshire and The Humber,E12000003,2022-09-14,4,17970
region,Yorkshire and The Humber,E12000003,2022-09-13,7,17966
region,Yorkshire and The Humber,E12000003,2022-09-12,4,17959
region,Yorkshire and The Humber,E12000003,2022-09-11,3,17955
region,Yorkshire and The Humber,E12000003,2022-09-10,5,17952
region,Yorkshire and The Humber,E12000003,2022-09-09,6,17947
region,Yorkshire and The Humber,E12000003,2022-09-08,4,17941
region,Yorkshire and The Humber,E12000003,2022-09-07,6,17937
region,Yorkshire and The Humber,E12000003,2022-09-06,5,17931
region,Yorkshire and The Humber,E12000003,2022-09-05,5,17926
region,Yorkshire and The Humber,E12000003,2022-09-04,4,17921
region,Yorkshire and The Humber,E12000003,2022-09-03,6,17917
region,Yorkshire and The Humber,E12000003,2022-09-02,3,17911
region,Yorkshire and The Humber,E12000003,2022-09-01,1,17908
region,Yorkshire and The Humber,E12000003,2022-08-31,6,17907
region,Yorkshire and The Humber,E12000003,2022-08-30,1,17901
region,Yorkshire and The Humber,E12000003,2022-08-29,6,17900
region,Yorkshire and The Humber,E12000003,2022-08-28,2,17894
region,Yorkshire and The Humber,E12000003,2022-08-27,7,17892
region,Yorkshire and The Humber,E12000003,2022-08-26,2,17885
region,Yorkshire and The Humber,E12000003,2022-08-25,6,17883
region,Yorkshire and The Humber,E12000003,2022-08-24,5,17877
region,Yorkshire and The Humber,E12000003,2022-08-23,8,17872
region,Yorkshire and The Humber,E12000003,2022-08-22,4,17864
region,Yorkshire and The Humber,E12000003,2022-08-21,2,17860
region,Yorkshire and The Humber,E12000003,2022-08-20,4,17858
region,Yorkshire and The Humber,E12000003,2022-08-19,3,17854
region,Yorkshire and The Humber,E12000003,2022-08-18,5,17851
